PatientID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
9300338,54.83158917548541,96.4356696696049,110.38169158899548,115.10991382092585,120.40524268398018,130.96201629028675,134.80868067068175,149.01789426479488,171.8515871427054,182.3435992099229,191.71347459655414,190.6974854472823,188.66995532125242,189.81777898405892,189.88338202285047,179.84847073171397,177.3087903820353,172.51343579972422,179.9198950010024,187.59920499935834,179.98754980645663,185.10024025450267,182.53750448669965,188.08976354684444,182.27194417860463,195.34087686758465,197.62305963096892,191.18553193390437,193.74453191606474,189.70931069573908,181.59602276754492,185.09036312311875,180.72693603923122,165.3548555331024,158.77415765663713,144.5023333879504,136.84865421980967,121.61891572655136,127.74532920116135,113.63383242888685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9872426,66.97690587142357,107.1794984998021,141.17717124792247,155.87700835933285,175.98972728091073,172.2187872468219,178.09221471669727,168.34559266581087,171.78628002285163,170.23056703384103,167.5900147373868,179.91574335419253,186.3125847301228,176.32656089031008,183.08461474457079,182.41660566002787,171.5898218385853,179.78582011086266,175.00568631036361,185.25500405196627,194.19261420494774,196.81159600231672,199.5416382971891,183.79051837170354,166.14975283976597,158.35517226734544,152.0776604587223,142.48611497092125,129.89228942057244,116.67600353106178,124.78050798769381,124.79751544331768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9461404,95.02923679799855,94.06650993186325,90.4291288303583,103.49782053331779,114.14575873244706,125.55083229484522,139.08205238980824,157.33318200375294,168.61716546079262,161.72267401199494,167.58639973987155,168.82343834702186,174.14956606682856,172.80619729862966,165.76778816299537,173.58911089342644,173.83842328217725,175.1135265108779,175.984878845069,173.52344330704645,182.99805574114035,189.1133443805975,185.73021862505308,190.3225876975696,191.2309902312449,191.29582574485536,180.0398199336053,178.21962273177496,170.4184896871713,160.09944612092508,148.98456876829073,133.77328940458816,121.86351303735648,112.54636264099393,102.05229524056517,88.05272768904291,53.242585176603214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9716393,128.05531254894163,131.47460186161368,139.23715508290104,145.76391596101354,147.6927655696677,156.03707139508182,165.61496549735546,174.18298705839607,185.66854210900723,177.72303532750664,185.45390313537263,183.3869282349672,181.63949127740386,175.45177044021275,173.11530043162807,185.54421110727137,180.95817839625317,173.7653470688709,175.58519100185836,167.74137387044212,187.95979605924055,182.22838898390395,178.57754802583077,176.30491994848296,185.2495989283926,180.7763374766422,187.2831815642725,189.09554190033538,190.20574802989924,181.8362313443568,157.57124621643632,146.38931591442014,145.47505074539663,135.04551459983188,127.85841593340095,118.32813919033333,98.11971400410614,81.10516343399742,63.64885280032793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9598235,119.44569725690242,130.99770570827815,130.15536620789285,143.12482100215706,147.11639386951092,151.64315109390384,160.41549729875288,173.43861336457763,187.09023426709697,194.6799965611333,196.33404809722484,196.79621666919877,189.96561711842102,188.8876050815448,184.57774068927944,180.8127691373856,180.9664416300518,178.27129074451761,185.42004033056185,181.21398585298604,187.26778150463937,199.54051327606308,194.30798147810535,191.76624440702852,192.71056816543654,192.48038004089622,196.66594033852257,190.74444501114561,191.1782379237963,196.8764998248232,197.55833110379584,192.9773501682329,187.95586198771056,173.9811777702132,166.51516130656847,151.39572610298936,151.9110766599271,144.3900973229477,125.93629229579369,117.48754140943231,105.19250379863081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9729986,103.91347105347656,114.08158625521358,124.52865956497533,131.93516122427525,141.2592460625085,144.199271815807,159.0659529026638,160.61339793344422,155.60840951946156,164.2752410403181,169.64159737717563,177.12408687807147,178.4723286905984,184.05746022283083,192.41338848293069,190.04852190909767,176.8265577400131,180.98542640140855,178.17454462728625,175.387135267674,178.9809470952776,176.71206264268426,172.55170856990392,176.7368216287247,179.6070540441095,185.79107058412305,184.46549700400897,199.8614171549791,189.88503357718142,188.10280318546117,188.57868061116787,184.10880276862417,177.55126047286066,185.76553439798238,148.71159939307793,141.45480878185293,135.81202510629043,126.3253254261888,111.20352041587894,118.07391373247606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9475264,140.5871917097699,89.21567773009102,97.81035996460534,107.2554243080464,116.56972056259352,117.62181515372491,122.96823197347008,131.50899351404803,144.78664760445713,160.2580367002328,169.707813541977,163.29901548272215,182.36550137308862,175.62495350735873,179.51532871150664,173.13791443389883,184.78742489909723,167.57626072651829,158.05457997700955,165.92560500950273,168.55178694588685,174.92974750101715,180.69226391371902,187.68430795243682,171.78610901595428,170.31938317537865,172.23909835049113,142.62789861010688,126.3939960566641,113.79878578452272,109.57258728757603,95.15660246084882,88.91370719216603,91.55221543830858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9703327,107.23239826271809,119.4456804978317,129.1240845646119,136.31556350430708,138.60818060622142,149.67123175413647,157.77989605992434,171.9295627569008,187.37055554842843,188.8076106039437,182.74820674844426,184.10424500399716,177.60875471386288,183.12906981750334,174.72425328098095,172.7487350763613,180.47758452255815,177.97119212438093,180.5391025905299,176.22949887083018,170.83373136714485,168.65203015906516,168.67004902487076,179.87585143225348,184.87345265674182,191.90131393317802,191.93551099428169,196.86660728299077,199.24836954867308,188.50374744948607,166.38560865476862,152.12154772308273,149.52186978985154,142.3880503407022,126.33135960952919,122.80401511113446,127.08323516605515,117.08402144245437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9740303,112.61473575376533,122.28897686125622,128.81656704004027,119.71609831605066,140.89191022279107,154.65240740387333,167.30049051792895,175.08383050889822,186.74821338428774,203.9186720501337,203.20403535477467,206.38931537369177,202.87548935744894,189.07122391554245,181.51542338173567,173.63161283894965,180.20699501037168,159.92432173394724,177.71724214667654,171.62493392382328,172.4375544112712,187.96248195114268,190.6109968484202,191.06160370820874,186.49188973842956,183.61394647979463,189.03623402632496,202.13916901362754,196.56885776198658,197.29129625890775,178.0689629585315,164.4933094665706,156.67731341006902,143.35304306619474,139.5224530438403,135.75786380655592,131.86060145702697,120.01372587868778,112.96403644516651,103.14597989522231,68.48199405326126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9640119,70.62877327183038,77.94035129265073,98.57096903097883,167.34924104742782,176.59067317507666,187.80056451372272,188.73766692320027,183.04330986511857,183.08066311345812,181.29303003010244,183.48552042912885,177.10333459671952,167.10062659647352,173.87432783382965,191.44749980789936,182.6637069240184,185.34156015290705,182.08125781763877,172.63579155041913,178.73100307163006,177.2434238731814,156.84565434770346,149.2407658662963,140.5871140715619,141.06874366144234,130.81700219378217,126.81794090139115,120.08697560525239,111.01172959247778,97.61705444636219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9406962,97.6109211144921,107.26894026427584,119.42794431024828,130.6253336783618,137.73974554677963,141.2122189697854,147.5569023725832,161.4904866090164,176.68519838646853,176.03717276860954,179.68173624584963,185.34121333453774,187.56455392356278,192.82916720177496,175.9779526358918,172.62229951490662,181.62581020268348,183.47741972912624,183.3499823274891,177.94011543442187,190.5262345203092,179.57799568973195,178.5938422727329,171.86881639256274,184.43027474242118,183.4336674707061,196.41639899823622,181.59683419276206,188.0575740592424,180.3638416897254,178.18400034003423,178.92363631581563,153.3251990654011,140.21208678444526,132.27870076571335,121.12334442441677,124.9822081585784,99.44899446355556,123.27438231953441,131.38320063677415,173.30709470634736,270.4564799866898,0.0,0.0,0.0,0.0,0.0,0.0
9089119,161.26739649402754,116.22310868139681,102.13718299097701,116.62471227007751,127.70652634617603,137.3954718201249,146.84885279569113,155.20380089860282,181.26617544111875,178.1660853930892,192.09421869003876,182.9504386987341,179.86086366091197,175.26945024335345,183.26894088694408,179.0963643284737,180.6402587801217,181.00596480240907,186.31169153837337,174.4599349680812,175.5406875602655,177.81605283438168,178.8420489942074,184.0451201067,170.58107447658784,160.26496610457414,156.24731151306318,143.67364112800968,135.78485942831858,128.23973450374052,122.32780331419627,120.66119451860098,115.34905692908288,166.01486212722583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9568974,70.16273084482224,108.37460588726823,122.9494715668619,129.05754205725373,137.57021072709472,143.81548387301856,149.45937923361933,159.090018172217,173.53251222533964,181.64654597237728,194.8539839860674,202.0250897970978,189.67637258658826,197.9362226410192,201.20935729197564,189.07262217846295,191.46800764939738,187.40935716831711,191.18492304134477,187.46005240192136,178.48971052945075,188.817195449978,180.79154132556195,184.15491439906955,182.45999415949936,193.9326645363777,194.89028157640098,199.8343668316995,208.3937543780869,197.27528884204528,181.90396928866528,155.11005988343976,140.2766251289159,134.05509459995633,129.88921710898524,124.40355751477358,115.38290236234398,43.82861268049738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9282257,123.64111056898173,94.45171256666094,119.66120464615659,129.89350588224008,134.44494654861882,144.70383573351768,158.48775322925835,161.38484240020438,173.63735269097145,192.86737884002574,200.6550540351384,199.40850242724025,196.4744235096141,190.24063477101066,182.65231054244643,182.56203634234893,181.07926332487722,175.63759105053765,167.72552654101267,178.38178240283366,173.44975381700257,166.49429216995566,169.17337721938125,177.18393146857377,173.0832893647743,182.3903851496495,176.34054211796013,180.40896904180877,187.8117358260621,181.85679463205315,186.4986985869024,180.22967304593539,167.77935475222014,151.791311062638,141.67764098452744,137.23963267259447,135.9159184095876,125.76501699040479,110.72865362676157,105.36929145662181,101.94539523698968,67.6929937560129,0.0,0.0,0.0,0.0,0.0,0.0
9886298,116.70607746844745,114.08715305081226,118.45068885217557,118.17906432461821,125.0423126361111,139.2836858830974,157.93340066342333,173.09575381705784,181.0191528454085,185.02732865608633,177.4257576591407,179.56326777610983,176.42329470577567,170.41096618953688,167.27673580156696,174.55193766671178,184.35848998002265,182.5255539352359,179.97438137095438,173.72475646154822,180.6777529915815,179.54394236796193,170.954545258345,164.60119177873105,155.47744265389136,150.6155220645934,140.64557920067304,134.80793110840372,121.71829273154448,118.81144085463153,106.43951147668972,94.89251647542822,185.85096130010749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9919646,111.37148046484066,119.9968985339582,101.19020344113675,115.10385324833055,123.0925564061645,135.26042633139662,150.4364956816525,155.01626887833785,168.0837811692957,162.92267455030134,175.651032011776,186.58698204359368,188.44169624901176,188.59225639971186,190.5066256859668,181.8066966852454,174.2039405491775,172.00465991340596,164.04036209009683,177.4331508844609,187.79674417527895,171.9060169944589,169.5706377148555,177.39828017086472,176.33114474484762,178.41902619752406,185.09779070839315,180.7496770510551,168.7565600744938,166.89561997554952,159.57932636888177,136.33105916983212,125.02552493622602,116.85607235419671,107.38448294510036,96.98962977577008,90.23814241127772,89.07051966507512,69.33030618502342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9948322,206.64160876115074,126.03699106610422,132.11905371011713,134.2682785083451,137.36956830699447,144.4591673411194,156.41154067131978,165.38803829739248,179.5216871567477,193.14670672550926,197.20398234249564,196.45825236133288,193.53856761073058,187.11487674777905,184.49542666580348,178.5489182415922,174.26505357727186,170.25265182083933,181.8693217440682,183.4942519493686,181.10791378715757,185.35602491314262,178.50274932812997,178.753219237591,186.1894504030921,191.89614585248646,201.4305906989317,202.50143814672765,186.89871060688048,177.12447955772438,182.2834936572519,174.16419253781925,157.8426837338374,147.03907350723406,138.1368194833327,132.9948258203222,126.76090741625251,122.18179605426614,111.28890219784441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9410253,154.72372352597588,102.60378581899714,100.68728581031233,115.53318896927651,120.68499420159417,136.16116709711932,161.07004863713163,167.52554304968555,162.46501822699312,169.8985564198042,163.80092231928396,165.02712957863582,165.83890663932024,170.6792322101467,172.95391829446638,172.32123436343565,160.51540568400958,170.7331603375493,176.78407441774706,178.2260597587701,175.47493895749764,180.7825698572897,193.29266003619594,187.70743459875598,193.0931865012387,177.8768651716707,172.3572109351231,164.69992032734382,153.10472228272636,136.29266006071785,122.73756905194642,115.06264237978345,108.33244667501766,97.94796393326449,87.67422705892713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9452100,67.50586495429813,102.62052723268722,111.70047461178919,120.3904850183534,127.33854225232844,134.29899128163535,141.76054655391994,149.4954848816155,161.6914284719298,166.59746999768245,176.52751403513236,185.8878895403675,191.8505670126568,195.47927278428344,194.22998129746077,190.34712278649488,180.974437564942,195.91343259538343,193.647666508434,191.84413910991046,191.21459904561934,168.65133800798145,176.92405521433872,178.59787720044432,195.14216737042506,193.55364331243578,190.47761503633748,184.34001155263525,183.78955063408333,182.05780454329027,175.4159316806509,176.3024886375958,172.1497701718939,167.89279909316392,166.5340190938122,159.65284782991395,151.8913368745685,139.76902701375747,128.17630451170643,108.57378221630233,64.30219250522586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9690658,82.59946959064777,91.66485917649706,119.12675894461385,121.48545315401385,130.39720021105143,136.1178063580808,152.21772257827655,164.76168993312714,177.7503213703183,190.33094615141704,199.54789296725713,189.19938040873106,192.5530041008907,183.22467862365104,179.61784960077054,171.96264405076852,185.10088875071665,184.7118052746302,170.3970549700804,167.48297865942948,173.38214128858593,170.14390188482818,165.92858155959038,162.5694001940739,174.6547134617304,180.19654048304955,170.59318070680357,160.3334522843708,159.52052945035328,158.4865567202306,139.20117440721236,129.8007526657047,121.45645928267582,108.1861192194653,103.63039035745535,175.8732946698304,191.7038601495608,187.7239271803648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9997856,65.24352444267438,116.78804715331972,105.37592365228626,112.08862938335331,116.73995088799632,126.93004085436833,133.45231954507972,137.61775968588734,139.6757137463432,147.81811388780775,153.90807162322866,161.8944994918082,176.92037886160318,184.45061403586422,179.71445195037748,179.90114927512008,184.20756596702446,174.23227780771384,167.73963139661575,180.2278866612684,185.9573986701993,181.56361445217522,172.77301730074495,171.69817594546265,176.49782152994175,185.32843946986569,192.29379283778556,188.17955589342426,201.582974796252,195.82262842186879,195.8748786797415,195.12461095297675,184.14857670755626,175.30593500629726,168.87223782995653,160.718271271045,158.42762837258195,145.52349828457236,125.55870381546802,120.73967801121485,129.70992598073153,130.2678674861366,0.0,0.0,0.0,0.0,0.0,0.0
9761431,90.50566386371683,103.45587519175531,105.41657709528995,130.2395938686831,130.0645917430518,133.14274812294843,153.42857501782075,174.90196485379533,172.74820032111364,179.24069897699061,182.53224955278276,187.41171491504983,175.84497117265178,172.61825590897948,167.47813541833895,167.06226563738505,164.96964091592233,157.92228954934492,167.75288460726864,172.31528974786266,164.3015944269376,166.00443301232386,175.98790364135962,183.14926759837584,182.61482775154482,181.42525391129118,175.54352513866547,168.2028197947634,150.85500367793915,139.8852028166119,130.79581036806474,129.41785143192521,123.28530511836375,114.62296947244245,55.58281545320425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9601011,64.01054279817878,99.8041421783327,113.20867907069808,126.1877428296706,130.86300413243947,149.42114777624644,156.36341472607518,167.8088172390196,186.1582961554438,200.30827637537305,189.43167191307833,188.6453748013798,188.8427797698429,187.04880549819765,189.61282884257054,187.42799732650576,186.7204184011139,181.21755253437718,184.29076725649932,175.79533330557467,170.59337729694312,184.4578149927343,177.50146025136738,178.53871500727377,171.76118467012842,179.25419871126792,192.54865380694076,188.581545731869,192.29082322591094,195.10315208925604,199.95898067717056,197.20610585749304,187.26057399667263,176.58663050420859,168.30898478126588,156.02700473087432,156.32665087672507,146.2944984998827,129.74140320058484,116.00057650655913,118.68377637043102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9253530,70.35270618777504,128.05648285847613,114.12274221571028,115.64621305085205,133.4759516532694,145.6520194371741,159.0125481634788,165.29060664890258,176.47279465462557,185.63184372237083,189.31718536286007,196.4349907632279,185.2313453762482,185.10225263527138,181.5159071847188,186.4888042601679,176.3114019661864,197.91522211911965,189.55627879558287,190.55949341438506,178.21126767729152,177.3567296712481,182.25479132685416,179.88059368733383,185.87970569444914,185.72464219423594,185.59136903777247,181.25841549800626,185.39736914703653,174.54589978519886,164.62240356502755,149.5381011561568,139.31491730308193,134.9742107835118,120.79544223739082,115.14261691927193,59.27271237498857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9273764,128.42408189005351,139.63325331574413,125.12211080497826,133.91599356185446,145.13081999597188,152.27192794813263,157.85707171332274,167.19050652858851,167.45421306898933,187.11174236008145,198.96252178363125,202.23893445009102,191.4014570540197,184.08698499481412,179.23570571777955,178.47920607144698,180.1557265905021,175.4582865072825,182.49940789253478,193.21397805982664,180.51668418482046,179.830911969638,186.44069660568871,169.90993231573358,177.50420521224032,190.91400684196975,194.01064831200253,191.919618675668,197.29664599443748,197.517630102416,197.04447162014569,188.84230077431624,172.42741843669228,158.25745424709325,148.26717459824624,146.19060929775443,139.68368557300263,121.26385959133782,119.75450579272774,107.35017549272354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9568504,50.211650178340236,99.04613961557489,108.5314918294696,112.49363303238937,123.97409150277305,123.17261225000226,134.16520785221152,147.99592900978942,156.96702227114994,156.399014399787,166.111798292281,172.5698343730723,177.40985997739364,189.73758816436822,186.25289899585687,182.83459305314278,182.70683554419853,176.80242606640797,177.26125711127236,173.86714720113565,175.6520303006413,177.44218228842632,162.47695772692086,185.69913160117207,177.23126153664805,188.90264832920002,187.6721832377336,200.5078027630182,187.30679355623587,169.6306616122796,145.1986866279161,132.98259356754855,127.59949420609462,112.74313743835552,107.88569106938142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9928844,310.1147295810537,86.2872531246993,97.25709357579582,102.90236645748101,113.8836455928343,120.72738782070383,129.13054284685236,144.22154649007103,159.22692597276196,170.6004220183251,186.32588566213326,184.49814179048994,183.64029238471213,176.34737395503043,180.53070171824803,174.63553201939956,172.75853395997626,180.81515053080454,178.40388668901448,175.14442505826685,162.35932798141846,164.06304808773527,163.81270552899034,172.12874419381512,176.21685517016817,178.32933945105745,181.5645564516054,169.8907680970931,166.82395006110698,163.7966387107726,167.77206282551694,141.26401095879325,132.9104614692361,116.22444586071268,108.79958058250328,105.0686338857076,100.85873455855743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
